ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD200803,03/01/2008,89259053,87633775,63249344,61647453,26009709,25986321,73427185,70236531,52016986,49228828,21410199,21007703,82.3,80.1,82.2,79.9,82.3,80.8,8512,7860,59213,56414,67725,64273,74575531,71054139,3365775,3249122,1445693,1402393,950282,969778,504552405,501858744,866867,847112,204397,207435,2278.2,1991,38,36.7,85.7,252343,248981,109.9,-1.3,116,0.3,112,-0.8,109.66583896,132.05768132,1.49,1.2045,1.2656,1.0023,1.2703,1.0767,1.0757,0.9272,1.063,0.7437,1.1447
SATD200804,04/01/2008,85702945,86550523,60127860,60635683,25575085,25914840,67956166,69330401,48189445,48532529,19766721,20797872,79.3,80.1,80.1,80,77.3,80.3,7586,7870,55611,55706,63197,63575,68906882,70458502,3414759,3351810,1423939,1416879,959169,974250,473811702,503463137,894223,875713,204651,209440,1823.9,1958.1,41.4,40.8,86.6,252088,249101,111.7,1.6,116.6,0.5,113.4,1.3,108.91650177,135.78612222,1.49,1.1944,1.3056,1.0127,1.2761,1.0801,1.112,0.9362,1.0454,0.8257,1.1555
SATD200805,05/01/2008,88697897,86849440,61778291,60744106,26919606,26105334,71791924,69202285,50259915,48464233,21532009,20738052,80.9,79.7,81.4,79.8,80,79.4,7980,7819,58047,55344,66027,63163,72725750,70174268,3243077,3288945,1451560,1414041,997834,981684,550928592,532210877,900514,876557,219870,213529,1576.4,1934.6,44.8,41.4,86.4,261466,248415,111.5,-0.2,116.4,-0.2,113.3,-0.1,108.25657474,135.70702456,1.47,1.1896,1.2811,1.0106,1.2859,1.1418,1.1131,0.9545,1.0328,0.8377,1.1529
SATD200806,06/01/2008,89783653,86284570,62328400,60475023,27455253,25809547,75301714,68455628,52521313,48047228,22780401,20408400,83.9,79.3,84.3,79.4,83,79.1,8397,7666,59559,55074,67956,62740,76162104,69441907,3103666,3091460,1372686,1388861,978498,979691,580290736,520477016,867243,879824,205520,205956,1604.3,1952.4,39.1,36.8,86.8,257484,246701,110,-1.3,115.7,-0.6,112,-1.1,107.96801884,137.59765848,1.47,1.1772,1.2042,0.9926,1.2832,1.1166,1.1173,0.9206,1.0423,0.7439,1.1594
SATD200807,07/01/2008,93730363,85708121,64884634,59991957,28845729,25716164,78772769,67554945,54621355,47342675,24151414,20212269,84,78.8,84.2,78.9,83.7,78.6,9072,7601,61402,54376,70474,61977,79707545,68646016,3101001,3126072,1422554,1430673,1004378,988255,645144911,540376734,895655,900342,206156,202115,1708.6,1910.2,45.1,42.5,86.3,261600,245645,111.3,1.2,115.9,0.2,113,0.9,107.48831762,137.27698458,1.48,1.1637,1.2177,1.0225,1.2945,1.1593,1.1433,0.9034,1.0198,0.8609,1.1525
SATD200808,08/01/2008,91768764,85367994,63117945,59580015,28650819,25787979,76359814,67492665,52643147,47255558,23716667,20237107,83.2,79.1,83.4,79.3,82.8,78.5,8862,7601,58966,54566,67828,62167,77300568,68362949,3043654,3072060,1474209,1400939,1036147,971246,620188551,543308685,875549,885642,206669,201940,1682.9,1845.1,45.3,43.2,84.3,260609,244681,109.2,-1.9,114.9,-0.9,111.2,-1.6,105.78379443,133.26127927,1.49,1.1589,1.1966,1.0013,1.2722,1.1656,1.1247,0.9027,0.985,0.8739,1.1251
SATD200809,09/01/2008,78680600,81329885,53906436,55918789,24774164,25411097,60292068,64557353,41015590,44804980,19276478,19752373,76.6,79.4,76.1,80.1,77.8,77.7,6553,7269,47680,51288,54233,58557,61198749,65935756,2973954,2966925,1373620,1359190,994549,964815,500634771,533555878,896800,869171,171319,173128,1460.9,1828.2,36.6,41.2,84.4,239607,245948,107.6,-1.5,111.5,-3,109.1,-1.9,101.15025043,129.43974872,1.51,1.1178,1.1557,0.9714,1.2638,1.1447,1.1037,0.7739,0.976,0.8348,1.1268
SATD200810,10/01/2008,80860346,81366638,56299338,56070264,24561008,25296374,64011438,64905627,44913078,45110582,19098360,19795045,79.2,79.8,79.8,80.5,77.8,78.3,6717,7380,52956,51749,59673,59129,65018204,65844040,3142112,2928474,1445066,1373369,1037799,959511,517898247,522108814,954787,874368,209416,209716,1635.8,1925.4,44.2,42.4,82.9,255848,246795,107.6,0,111.6,0.1,109.1,0,102.16284489,123.80125642,1.57,1.1162,1.1407,0.9816,1.2568,1.1201,1.1103,0.9374,1.0279,0.8589,1.1072
SATD200811,11/01/2008,76460085,81007921,53450486,55598562,23009599,25409360,57684017,63910491,40578576,44284881,17105441,19625610,75.4,78.9,75.9,79.7,74.3,77.2,6397,7353,47658,51420,54055,58773,58512623,65221373,2791288,2609771,1274531,1290882,915200,925265,484492078,499425186,836323,873313,207473,206733,1869,1938,42.8,41,81.5,236465,246244,104.4,-3,110.8,-0.7,106.5,-2.4,100.83661211,114.67304397,1.62,1.1056,1.0166,0.9226,1.212,1.0715,1.109,0.9241,1.0346,0.8289,1.0887
SATD200812,12/01/2008,79880143,80835046,55361169,55484838,24518974,25350207,62697156,64432639,43824845,44746522,18872311,19686117,78.5,79.7,79.2,80.6,77,77.7,7129,7350,50254,51376,57383,58726,63503416,65276763,2629749,2512550,1153403,1212078,796421,834202,511270950,502417136,836796,862443,215683,207835,2399.7,1919.7,36.8,38,79.4,241742,246829,100.5,-3.7,110.4,-0.4,103.7,-2.6,97.981433065,108.9363221,1.62,1.1066,0.9787,0.8663,1.0927,1.0779,1.0952,0.929,1.0249,0.7694,1.0601
SATD200901,01/01/2009,78697077,81127490,53952839,55877570,24744238,25249919,57424037,63349018,39299677,44074222,18124360,19274795,73,78.1,72.8,78.9,73.2,76.3,6987,7295,44822,50735,51809,58030,58373786,64512689,2257630,2489159,1162973,1187342,846511,851933,419766348,503764992,811077,845341,208535,205309,2729.7,1952.6,33.5,37.1,77.5,225529,245974,98.7,-1.8,108.8,-1.4,101.9,-1.7,95.552222645,105.24871502,1.57,1.0936,0.9696,0.8486,1.1159,1.0808,1.0735,0.9177,1.0425,0.7512,1.0347
SATD200902,02/01/2009,71903819,81942284,49969301,56783608,21934518,25158677,52712775,63857784,37640543,44762729,15072232,19095055,73.3,77.9,75.3,78.8,68.7,75.9,6166,7270,43677,51598,49843,58868,53506580,65376061,2190771,2546950,1105996,1233738,726343,809501,376710497,491743404,793796,862317,182686,201622,2332.5,1907.7,34.1,40.3,79.5,217643,248466,101.2,2.5,110.5,1.6,104.2,2.3,94.968515891,105.68960594,1.56,1.1083,0.9921,0.8818,1.0603,1.055,1.095,0.9012,1.0185,0.816,1.0611
SATD200903,03/01/2009,82111842,80338758,57331261,55542550,24780581,24796208,65147741,63266426,46517762,44402563,18629979,18863862,79.3,78.7,81.1,79.9,75.2,76.1,7446,7094,53531,50976,60977,58070,66027342,63836221,2493784,2349584,1193910,1152095,808252,813858,456227991,472210106,881916,845460,195665,198992,2170.7,1923.7,37.2,36.2,75.6,249741,244904,95.9,-5.2,108,-2.3,99.7,-4.3,93.496221285,102.57424329,1.57,1.0822,0.9152,0.8234,1.066,1.0131,1.0736,0.8895,1.027,0.7318,1.0097
SATD200904,04/01/2009,79844963,80577956,55279990,55736788,24564973,24841168,64352894,64666183,45419277,45183395,18933617,19482788,80.6,80.3,82.2,81.1,77.1,78.4,7295,7324,52245,51880,59540,59204,65166301,65567652,2474719,2473199,1095354,1090216,785964,809432,469783200,473917610,867250,848894,197212,202264,1741.3,1882.7,37.1,36.7,74.8,251374,247873,95,-0.9,110,1.9,99.6,-0.1,92.749046368,101.02427184,1.54,1.1115,0.9634,0.7792,1.0602,1.0167,1.078,0.9041,1.0051,0.7429,0.998
SATD200905,05/01/2009,81580179,79849706,56504791,55539675,25075388,24310031,65015083,62608648,45980485,44337963,19034598,18270685,79.7,78.4,81.4,79.8,75.9,75.2,6797,6669,52949,50538,59746,57206,65868255,63216365,2427371,2462752,1105635,1073480,810365,799206,494908098,473970023,848882,839457,204193,198390,1504,1846.6,37.4,34,76.4,258276,246794,95.1,0.1,107.1,-2.6,98.9,-0.7,91.844457664,101.22301542,1.5,1.0717,0.9593,0.7672,1.0468,1.0169,1.066,0.8868,0.9858,0.6879,1.0195
SATD200906,06/01/2009,83761399,79996435,57716505,55552592,26044894,24443843,70562995,64125736,49290282,45065199,21272713,19060537,84.2,80.2,85.4,81.1,81.7,78,7678,7052,55898,51586,63576,58639,71350228,64746792,2613309,2586894,1105098,1126382,800581,794125,542873119,481590328,842850,839296,191876,191346,1527.8,1860.5,41.2,38.8,75.3,258395,246498,96.3,1.3,108.8,1.6,100.2,1.3,91.564658983,103.2949743,1.45,1.0976,1.0076,0.805,1.0402,1.0332,1.0658,0.8553,0.9933,0.786,1.0051
SATD200907,07/01/2009,88185197,79998424,60500022,55549483,27685175,24448942,76201891,64918539,52704805,45439112,23497086,19479427,86.4,81.1,87.1,81.8,84.9,79.7,8640,7141,59469,51990,68109,59131,77136799,65282954,2618063,2632009,1176457,1182487,822512,808849,596670353,488619307,840198,842206,200588,197043,1658,1848.6,42.2,39.7,76.9,264472,247534,98.6,2.4,109.5,0.6,102,1.8,92.658338836,103.49771559,1.43,1.1067,1.0252,0.8451,1.0595,1.0483,1.0695,0.8808,0.9869,0.804,1.0264
SATD200908,08/01/2009,86680535,80555875,59356993,56018103,27323542,24537771,73607921,65525000,50467291,45736127,23140630,19788874,84.9,81.3,85,81.6,84.7,80.6,8464,7269,56568,53096,65032,60366,74614772,66199967,2612420,2645362,1236764,1164154,869310,815570,582302101,511091295,830487,842411,188445,184428,1736.5,1905.9,42.7,40.4,77.9,260297,246986,99.3,0.7,110.6,1,102.9,0.9,93.69331286,104.72672758,1.37,1.1222,1.0304,0.832,1.0683,1.0965,1.0698,0.8244,1.0175,0.8184,1.0403
SATD200909,09/01/2009,75867784,78528706,52447290,54487282,23420494,24041424,60512481,64327024,41656740,45145232,18855741,19181792,79.8,81.9,79.4,82.9,80.5,79.8,6443,7177,48235,51588,54678,58765,61435354,65511276,2747556,2753562,1180775,1165766,847217,825146,462787005,496868558,865917,838300,195970,196626,1575,1962.6,33.3,38,78.4,241970,246455,99.9,0.6,109.6,-0.9,103,0.1,94.495085279,107.01627641,1.41,1.1106,1.0726,0.8332,1.0808,1.066,1.0645,0.8789,1.0478,0.7692,1.047
SATD200910,10/01/2009,77095147,77730308,54453812,54479983,22641335,23250326,63325757,64153079,44781576,45052456,18544181,19100623,82.1,82.5,82.2,82.7,81.9,82.2,6530,7133,52279,51486,58809,58619,64274740,65056192,3045702,2858591,1220057,1149964,914752,843269,493132875,501495095,904060,839186,188100,187470,1666.5,1954.9,36.5,34.6,77.9,252209,244074,98.8,-1.1,109.2,-0.4,102.1,-0.9,94.711529235,108.11136493,1.41,1.1028,1.1135,0.8219,1.1046,1.0759,1.0657,0.838,1.0436,0.7006,1.0402
SATD200911,11/01/2009,73745383,78299830,52483166,54600561,21262217,23699269,58170882,63354230,41573018,44195190,16597864,19159040,78.9,80.9,79.2,80.9,78.1,80.8,6250,7141,48585,50675,54835,57816,59011015,64380447,3052858,2895562,1169623,1183485,853396,866839,498855768,511506550,804750,826840,203418,202064,1776.2,1823.7,42.1,40.1,79.3,237264,246232,101.4,2.6,107.9,-1.2,103.5,1.4,95.092522494,110.32381496,1.4,1.0914,1.1279,0.8458,1.1354,1.0974,1.05,0.9032,0.9736,0.8113,1.0586
SATD200912,12/01/2009,77629338,78715532,54631266,54783812,22998072,23931720,62377082,65005490,43650676,45375076,18726406,19630414,80.4,82.6,79.9,82.8,81.4,82,7152,7309,49793,51754,56945,59063,63231672,66025460,3127833,2942614,1095082,1148910,810958,870163,537980573,528115333,807889,836016,200540,192887,2491.9,1984.2,37.4,38.7,80.1,239593,244784,101.9,0.5,110.2,2.1,104.5,1,95.407025725,111.60965163,1.39,1.1193,1.1462,0.8211,1.1398,1.133,1.0616,0.8622,1.0593,0.7824,1.0698
SATD201001,01/01/2010,77531488,80373040,53795979,56146006,23735509,24227034,58655574,64898515,40301481,45346905,18354093,19551610,75.7,80.7,74.9,80.8,77.3,80.7,7050,7344,45502,51538,52552,58881,59651062,65992204,2628608,2898205,1160442,1180659,874628,893433,440854078,527111010,791522,840961,200332,198070,2809.8,2008.2,39.8,41.9,80.5,220839,242519,103.3,1.4,110.4,0.2,105.5,1,96.427944947,113.13963449,1.39,1.1187,1.1289,0.8438,1.1703,1.1309,1.0679,0.8854,1.0721,0.8484,1.0744
SATD201002,02/01/2010,68557029,78559632,47817558,54668270,20739471,23891361,52438942,63890167,36997641,44191423,15441301,19698744,76.5,81.3,77.4,80.8,74.5,82.5,6241,7392,42441,50357,48682,57749,53240066,65623888,2564858,2979819,1091829,1215525,801194,894451,405905875,522310364,748796,816027,183802,203735,2481,2040.2,41,45,81.5,210635,241803,105.4,2,108.9,-1.4,106.5,0.9,96.758881486,112.5268418,1.4,1.1125,1.1607,0.8687,1.1716,1.1206,1.0363,0.9107,1.0892,0.9115,1.0876
SATD201003,03/01/2010,81417138,79615135,57080673,55262036,24336465,24353099,67304853,65683975,47619593,45598039,19685260,20085937,82.7,82.5,83.4,82.5,80.9,82.5,7795,7503,54424,51853,62219,59357,68307090,66600233,3056955,2855019,1279724,1239706,909992,918383,538675366,537083348,896922,843729,200331,203324,2142.9,1919.5,46.8,47,81.8,254238,248076,105.7,0.3,111.2,2.1,107.4,0.8,97.45589157,114.72415762,1.37,1.129,1.1121,0.886,1.2029,1.1523,1.0714,0.9088,1.0248,0.9516,1.0927
SATD201004,04/01/2010,78459014,78968514,55280658,55531832,23178356,23436682,64062751,64136022,45662026,45221651,18400725,18914371,81.7,81.2,82.6,81.4,79.4,80.7,7161,7147,52498,51488,59659,58634,64953251,65086361,2990288,2993227,1260954,1260776,892456,905473,520013629,531705317,872882,849753,208861,214329,1691.8,1841.7,47.4,48,82.1,253936,249112,106.5,0.8,109.7,-1.3,107.5,0.1,97.798828748,115.72701314,1.37,1.1034,1.1659,0.9011,1.186,1.1407,1.0791,0.958,0.9832,0.9711,1.0955
SATD201005,05/01/2010,82596331,80878793,56898076,55985877,25698255,24892916,67970934,65895910,46953592,45638032,21017342,20257878,82.3,81.5,82.5,81.5,81.8,81.4,7626,7493,53842,52165,61468,59658,68850905,66658734,3123899,3107971,1272845,1246648,952718,930192,544408276,525445005,855932,851228,206845,201456,1617.3,1982.7,47.6,47.2,81.6,256927,247042,106.5,0,111.5,1.6,108.1,0.6,99.14257597,115.30496859,1.38,1.13,1.2106,0.891,1.2184,1.1273,1.081,0.9005,1.0585,0.9559,1.0891
SATD201006,06/01/2010,85383747,81098890,58353240,55820926,27030507,25277964,73591283,66609751,50387612,45940030,23203671,20669721,86.2,82.1,86.3,82.3,85.8,81.8,8322,7666,56690,52345,65012,60011,74474551,67599624,3083661,3103712,1215864,1239400,947437,949443,604206171,542091900,845468,842818,195446,193878,1649.5,2010.9,48.6,47.8,81.6,260083,247723,106.6,0.1,112.3,0.7,108.4,0.3,99.35631708,115.38292404,1.4,1.146,1.209,0.8858,1.2436,1.163,1.0703,0.8666,1.0736,0.9684,1.0897
SATD201007,07/01/2010,90033029,81344857,61069832,55982736,28963197,25362122,78192819,66612132,53095877,45984695,25096942,20627437,86.8,81.9,86.9,82.1,86.7,81.3,9292,7613,59143,52420,68435,60033,79304441,67440894,3069914,3096995,1244915,1249917,983066,962339,669880427,566595961,821929,841854,208611,205070,1825.8,2027.2,47.4,46.7,81.9,265315,249293,107.1,0.5,112.1,-0.2,108.7,0.3,99.737418452,116.52541405,1.41,1.1433,1.2063,0.8933,1.2605,1.2156,1.069,0.9166,1.0822,0.9449,1.094
SATD201008,08/01/2010,88740810,82040879,60357986,56531343,28382824,25509536,75714090,67172559,51439494,46418681,24274596,20753878,85.3,81.9,85.2,82.1,85.5,81.4,8883,7663,57371,53145,66254,60808,76741308,68140145,3056160,3082756,1310410,1238516,1040147,978311,597056638,523743617,847812,842254,215385,211663,1878.9,2062.8,49.1,46.8,81.4,263837,249208,106.9,-0.2,112.8,0.6,108.8,0.1,100.10251897,116.87778412,1.41,1.1551,1.2008,0.8852,1.2814,1.1236,1.0696,0.9461,1.1013,0.9466,1.0872
SATD201009,09/01/2010,79616525,82400192,54729819,56888409,24886706,25511783,64494149,68067271,43694606,47050638,20799543,21016633,81,82.6,79.8,82.7,83.6,82.4,7047,7756,50305,53544,57352,61300,65341293,68731170,3086870,3107626,1271475,1254729,995071,973950,497091526,532595450,867660,841175,206128,205351,1637.5,2028.1,46.9,47.3,82,244682,249084,107.4,0.5,113.5,0.6,109.4,0.6,100.39064242,118.46773272,1.41,1.1651,1.2105,0.8968,1.2757,1.1426,1.0682,0.9179,1.0828,0.9565,1.0953
SATD201010,10/01/2010,82105210,82828921,56731955,56865491,25373255,25963430,68199554,69014603,47283498,47536670,20916056,21477933,83.1,83.3,83.3,83.6,82.4,82.7,7298,7970,54826,53911,62124,61881,69071626,69671416,3315367,3131275,1322853,1255176,1043430,967777,531024449,541800882,891659,839266,209033,208221,1664.9,1953.6,51,46.7,83.1,256395,249386,108,0.6,114.5,0.9,110.1,0.6,100.11743869,119.69046259,1.4,1.1811,1.2197,0.8971,1.2676,1.1624,1.0658,0.9307,1.043,0.9457,1.1099
SATD201011,11/01/2010,77714960,82861719,54609536,56933535,23105424,25928184,62471217,68255470,44351351,47135009,18119866,21120460,80.4,82.4,81.2,82.8,78.4,81.5,6737,7783,51420,53459,58157,61243,63334293,69012686,3238034,3080201,1227151,1237634,951816,961269,528519429,541165697,840793,848308,206410,204921,1973.3,2003.2,46.7,46.7,82.9,239579,247614,107.5,-0.5,114.1,-0.3,109.7,-0.4,100.19701049,121.08737864,1.38,1.1699,1.1998,0.8845,1.2591,1.161,1.0772,0.916,1.0695,0.9445,1.1064
SATD201012,12/01/2010,80443268,81886051,55745548,56008682,24697720,25877368,64946702,67355149,45067193,46532566,19879509,20822583,80.7,82.3,80.8,83.1,80.5,80.5,7507,7653,51076,52396,58583,60049,65797943,68198516,3301087,3090512,1195311,1243453,909186,964489,558069744,542675217,815612,840152,214444,207417,2714.1,2153,44.8,46,84,240800,245054,109,1.4,112.9,-1.1,110.2,0.5,101.17846815,123.8340948,1.38,1.1561,1.2038,0.8887,1.2633,1.1643,1.0669,0.9271,1.1494,0.9308,1.1212
SATD201101,01/01/2011,79340800,82850384,53804569,56683280,25536231,26167104,60720980,67812751,41187427,46790283,19533553,21022468,76.5,81.8,76.6,82.5,76.5,80.3,7386,7687,46305,53151,53691,60838,61630362,68667100,2872137,3145755,1254585,1272845,943869,973789,456336772,548529958,796585,850650,203264,202103,2888.6,2070.4,44.9,47.1,85.3,223790,246965,110.2,1.1,113.9,0.9,111.4,1.1,100.97229501,126.5262707,1.37,1.1641,1.2253,0.9097,1.2755,1.1768,1.0802,0.9034,1.1053,0.9534,1.1389
SATD201102,02/01/2011,71889049,82699509,49106336,56383717,22782713,26315792,54492725,66685588,38285135,45902834,16207590,20782754,75.8,80.6,78,81.4,71.1,79,6420,7643,43658,51970,50078,59613,55391206,68154374,2662372,3095072,1146300,1266914,886140,991168,436196722,553856131,783261,849675,184456,205579,2452.4,2029.7,43,47.1,84.8,213463,245208,109.6,-0.5,113.3,-0.5,110.8,-0.5,100.53832596,126.5117076,1.36,1.1554,1.2056,0.9055,1.2983,1.1882,1.079,0.9189,1.0836,0.954,1.1315
SATD201103,03/01/2011,85571961,83442946,59209949,57097379,26362012,26345567,69104312,67201813,48992222,46688678,20112090,20513135,80.8,80.5,82.7,81.8,76.3,77.9,7929,7632,55649,53046,63578,60678,70158268,68328714,3410298,3181285,1320070,1284374,983115,985455,566357389,575080429,911061,858344,199587,201657,2230.5,2010,44.9,44.9,86.9,253124,246519,111.2,1.5,113.9,0.5,112,1.1,101.60757208,130.63934894,1.36,1.1583,1.2392,0.918,1.2908,1.2338,1.09,0.9014,1.0731,0.9095,1.1607
